plant_family,plant_genus,plant_species,insect_family,insect_genus,insect_species,location,host_plant_name,insect_name
Casuarinaceae,Casuarina,equisetifolia,Cossidae,Zeuzera,,West Malaysia,Casuarina equisetifolia,Zeuzera
Fabaceae,Caesalpinia,,Cosmopterigidae,Labdia,calida,Fiji,Caesalpinia,Labdia calida
Solanaceae,Solanum,tuberosum,Cosmopterigidae,Stagmatophora,serratella,Palaearctic,Solanum tuberosum,Stagmatophora serratella
Convolvulaceae,Ipomoea,,Cosmopterigidae,Pebops,ipomoeae,Nearctic,Ipomoea,Pebops ipomoeae
Fabaceae,Astragalus,bisulcatus,Cosmopterigidae,Walshia,amorphella,Nearctic,Astragalus bisulcatus,Walshia amorphella
Acanthaceae,Graptophyllum,pictum,Cossidae,Zeuzera,,Thailand,Graptophyllum pictum,Zeuzera
Fabaceae,Acacia,longifolia,Cosmopterigidae,Labdia,deliciosella,Australia,Acacia longifolia,Labdia deliciosella
Fagaceae,Quercus,agrifolia,Cosmopterigidae,Stilbosis,dulcedo,USA,Quercus agrifolia,Stilbosis dulcedo
Magnoliaceae,Liriodendron,tulipifera,Cosmopterigidae,Perimede,erransella,Nearctic,Liriodendron tulipifera,Perimede erransella
Fabaceae,Astragalus,,Cosmopterigidae,Walshia,miscecolorella,Nearctic,Astragalus,Walshia miscecolorella
Euphorbiaceae,Phyllanthus,acidus,Cossidae,Zeuzera,,Thailand,Phyllanthus acidus,Zeuzera
Anacardiaceae,Mangifera,indica,Cosmopterigidae,Labdia,echioglossa,West Malaysia,Mangifera indica,Labdia echioglossa
Corylaceae,Ostrya,virginiana,Cosmopterigidae,Stilbosis,ostryaeella,Canada,Ostrya virginiana,Stilbosis ostryaeella
Ulmaceae,Ulmus,,Cosmopterigidae,Perimede,erransella,Nearctic,Ulmus,Perimede erransella
Fabaceae,Lupinus,arboreus,Cosmopterigidae,Walshia,miscecolorella,USA,Lupinus arboreus,Walshia miscecolorella
Malvaceae,Gossypium,,Cossidae,Zeuzera,boisduvalii,Gabon,Gossypium,Zeuzera boisduvalii
Fabaceae,Cajanus,cajan,Cosmopterigidae,Labdia,pentachrysis,Thailand,Cajanus cajan,Labdia pentachrysis
Fabaceae,Rhynchosia,tomentosa,Cosmopterigidae,Stilbosis,rhynchosiae,Nearctic,Rhynchosia tomentosa,Stilbosis rhynchosiae
Cupressaceae,Juniperus,,Cosmopterigidae,Periploca,cata,Nearctic,Juniperus,Periploca cata
Salicaceae,Populus,,Cossidae,Acossus,populi,Nearctic,Populus,Acossus populi
Euphorbiaceae,Acalypha,,Cossidae,Zeuzera,coffeae,Oriental,Acalypha,Zeuzera coffeae
Fabaceae,Derris,trifoliata,Cosmopterigidae,Labdia,philocarpa,Middle East,Derris trifoliata,Labdia philocarpa
Fabaceae,Amphicarpaea,bracteata,Cosmopterigidae,Stilbosis,tesquella,Nearctic,Amphicarpaea bracteata,Stilbosis tesquella
Rhamnaceae,Ceanothus,cyaneus,Cosmopterigidae,Periploca,ceanothiella,Nearctic,Ceanothus cyaneus,Periploca ceanothiella
Fabaceae,Arachis,hypogaea,Cossidae,Azygophleps,albovittata,Nigeria,Arachis hypogaea,Azygophleps albovittata
Fabaceae,Amherstia,,Cossidae,Zeuzera,coffeae,Oriental,Amherstia,Zeuzera coffeae
Arecaceae,Phoenix,dactylifera,Cosmopterigidae,Labdia,philocarpa,Iraq,Phoenix dactylifera,Labdia philocarpa
Asteraceae,Helianthus,,Cosmopterigidae,Teladoma,helianthi,USA,Helianthus,Teladoma helianthi
Rhamnaceae,Ceanothus,leucodermis,Cosmopterigidae,Periploca,ceanothiella,Nearctic,Ceanothus leucodermis,Periploca ceanothiella
Fabaceae,Bauhinia,,Cossidae,Zeuzera,coffeae,Hong Kong,Bauhinia,Zeuzera coffeae
Rubiaceae,Coffea,quillou,Cosmopterigidae,Labdia,promacha,West Malaysia,Coffea quillou,Labdia promacha
Asteraceae,Xanthium,,Cosmopterigidae,Teladoma,helianthi,USA,Xanthium,Teladoma helianthi
Fabaceae,Gleditsia,,Cosmopterigidae,Periploca,gleditschiaeella,Nearctic,Gleditsia,Periploca gleditschiaeella
Bombacaceae,Ceiba,,Cossidae,Zeuzera,coffeae,Indo-Australian,Ceiba,Zeuzera coffeae
Fabaceae,Vigna,mungo,Cosmopterigidae,Labdia,promacha,India,Vigna mungo,Labdia promacha
Asteraceae,Helianthus,,Cosmopterigidae,Teladoma,helianthi,Nearctic,Helianthus,Teladoma helianthi
Cupressaceae,Juniperus,,Cosmopterigidae,Periploca,laeta,Nearctic,Juniperus,Periploca laeta
Fabaceae,Sesbania,sesban,Cossidae,Azygophleps,scalaris,India,Sesbania sesban,Azygophleps scalaris
Bombacaceae,Ceiba,pentandra,Cossidae,Zeuzera,coffeae,West Malaysia,Ceiba pentandra,Zeuzera coffeae
Fabaceae,Cajanus,cajan,Cosmopterigidae,Labdia,semicoccinea,India,Cajanus cajan,Labdia semicoccinea
Fabaceae,Lespedeza,,Cosmopterigidae,Triclonella,pergandeella,Nearctic,Lespedeza,Triclonella pergandeella
Cupressaceae,Juniperus,sabina,Cosmopterigidae,Periploca,nigra,Nearctic,Juniperus sabina,Periploca nigra
Fabaceae,Sesbania,grandiflora,Cossidae,Azygophleps,scalaris,India,Sesbania grandiflora,Azygophleps scalaris
Lauraceae,Cinnamomum,,Cossidae,Zeuzera,coffeae,Oriental,Cinnamomum,Zeuzera coffeae
Lecythidaceae,Bertholletia,excelsa,Cosmopterigidae,Labdia,stibogramma,West Malaysia,Bertholletia excelsa,Labdia stibogramma
Pandanaceae,Pandanus,,Cosmopterigidae,Trissodoris,honorariella,India,Pandanus,Trissodoris honorariella
Combretaceae,Terminalia,brassii,Cosmopterigidae,Pyroderces,,Solomon Islands,Terminalia brassii,Pyroderces
Fabaceae,Sesbania,roxburghii,Cossidae,Azygophleps,scalaris,Thailand,Sesbania roxburghii,Azygophleps scalaris
Rutaceae,Citrus,,Cossidae,Zeuzera,coffeae,Indo-Australian,Citrus,Zeuzera coffeae
Euphorbiaceae,Hevea,brasiliensis,Cosmopterigidae,Labdia,stibogramma,West Malaysia,Hevea brasiliensis,Labdia stibogramma
Pandanaceae,Pandanus,,Cosmopterigidae,Trissodoris,larozona,Australia,Pandanus,Trissodoris larozona
Rosaceae,Cydonia,oblonga,Cossidae,Coryphodema,tristis,South Africa,Cydonia oblonga,Coryphodema tristis
Rubiaceae,Coffea,,Cossidae,Zeuzera,coffeae,Taiwan,Coffea,Zeuzera coffeae
Fabaceae,Paraserianthes,falcataria,Cosmopterigidae,Limnaecia,arsitricha,Solomon Islands,Paraserianthes falcataria,Limnaecia arsitricha
Lamiaceae,Thymus,algeriensis,Cosmopterigidae,Vulcaniella,grabowiella,Palaearctic,Thymus algeriensis,Vulcaniella grabowiella
Brassicaceae,Brassica,oleracea,Cosmopterigidae,Pyroderces,badia,Nearctic,Brassica oleracea,Pyroderces badia
Rosaceae,Eriobotrya,japonica,Cossidae,Coryphodema,tristis,South Africa,Eriobotrya japonica,Coryphodema tristis
Rubiaceae,Coffea,,Cossidae,Zeuzera,coffeae,West Malaysia,Coffea,Zeuzera coffeae
Typhaceae,Typha,,Cosmopterigidae,Limnaecia,phragmitella,Nearctic,Typha,Limnaecia phragmitella
Melastomataceae,Tibouchina,,Cosmopterigidae,Walshia,,Brazil,Tibouchina,Walshia
Euphorbiaceae,Ricinus,communis,Cosmopterigidae,Pyroderces,badia,USA,Ricinus communis,Pyroderces badia
Juglandaceae,Carya,illinoinensis,Cossidae,Cossula,magnifica,Nearctic,Carya illinoinensis,Cossula magnifica
Malvaceae,Gossypium,barbadense,Cossidae,Zeuzera,coffeae,West Malaysia,Gossypium barbadense,Zeuzera coffeae
Dennstaedtiaceae,Pteridium,,Cosmopterigidae,Limnaecia,syntaracta,New Guinea,Pteridium,Limnaecia syntaracta
Hydrangeaceae,Hydrangea,,Cosmopterigidae,Walshia,amorphella,Nearctic,Hydrangea,Walshia amorphella
Ebenaceae,Diospyros,virginiana,Cossidae,Cossula,magnifica,USA,Diospyros virginiana,Cossula magnifica
Malvaceae,Gossypium,herbaceum,Cossidae,Zeuzera,coffeae,West Malaysia,Gossypium herbaceum,Zeuzera coffeae
Pinaceae,Pinus,taeda,Cosmopterigidae,Melanocinclis,lineigera,Nearctic,Pinus taeda,Melanocinclis lineigera
Fabaceae,Melilotus,alba,Cosmopterigidae,Walshia,amorphella,Nearctic,Melilotus alba,Walshia amorphella
Lamiaceae,Calamintha,,Cosmopterigidae,Pyroderces,badia,USA,Calamintha,Pyroderces badia
Sapindaceae,Nephelium,lappaceum,Cossidae,Cossus,,West Malaysia,Nephelium lappaceum,Cossus
Meliaceae,Melia,,Cossidae,Zeuzera,coffeae,Oriental,Melia,Zeuzera coffeae
Onagraceae,Oenothera,,Cosmopterigidae,Mompha,brevivittella,Nearctic,Oenothera,Mompha brevivittella
Fabaceae,Trigonella,,Cosmopterigidae,Walshia,amorphella,Nearctic,Trigonella,Walshia amorphella
Verbenaceae,Tectona,grandis,Cosmopterigidae,Pyroderces,callistrepta,India,Tectona grandis,Pyroderces callistrepta
Tamaricaceae,Tamarix,gallica,Cossidae,Cossus,,Pakistan,Tamarix gallica,Cossus
Fabaceae,Pericopsis,,Cossidae,Zeuzera,coffeae,Oriental,Pericopsis,Zeuzera coffeae
Cistaceae,Helianthemum,canadense,Cosmopterigidae,Mompha,capella,Nearctic,Helianthemum canadense,Mompha capella
Asteraceae,Cirsium,vulgare,Cosmopterigidae,Walshia,miscecolorella,Nearctic,Cirsium vulgare,Walshia miscecolorella
Verbenaceae,Vitex,negundo,Cosmopterigidae,Pyroderces,callistrepta,Oriental,Vitex negundo,Pyroderces callistrepta
Sapindaceae,Nephelium,mutabile,Cossidae,Cossus,acronyctoides?,West Malaysia,Nephelium mutabile,Cossus acronyctoides?
Myrtaceae,Psidium,,Cossidae,Zeuzera,coffeae,Oriental,Psidium,Zeuzera coffeae
Cistaceae,Helianthemum,propinquum,Cosmopterigidae,Mompha,capella,Nearctic,Helianthemum propinquum,Mompha capella
Fabaceae,Lupinus,,Cosmopterigidae,Walshia,miscecolorella,Nearctic,Lupinus,Walshia miscecolorella
Arecaceae,Cocos,nucifera,Cosmopterigidae,Pyroderces,dactyliota,Oriental,Cocos nucifera,Pyroderces dactyliota
Verbenaceae,Tectona,grandis,Cossidae,Cossus,cadambae,India,Tectona grandis,Cossus cadambae
Bignoniaceae,Spathodea,campanulata,Cossidae,Zeuzera,coffeae,West Malaysia,Spathodea campanulata,Zeuzera coffeae
Rubiaceae,Cephalanthus,,Cosmopterigidae,Mompha,cephalonthiella,Nearctic,Cephalanthus,Mompha cephalonthiella
Fabaceae,Lupinus,arboreus,Cosmopterigidae,Walshia,miscecolorella,Nearctic,Lupinus arboreus,Walshia miscecolorella
Arecaceae,Borassus,,Cosmopterigidae,Pyroderces,diplecta,Oriental,Borassus,Pyroderces diplecta
Betulaceae,Betula,pubescens,Cossidae,Cossus,cossus,Finland,Betula pubescens,Cossus cossus
Meliaceae,Swietenia,,Cossidae,Zeuzera,coffeae,Oriental,Swietenia,Zeuzera coffeae
Onagraceae,Oenothera,macrocarpa,Cosmopterigidae,Mompha,murtfeldtella,Nearctic,Oenothera macrocarpa,Mompha murtfeldtella
Fabaceae,Sesbania,,Cossidae,Azygophleps,scalaris,Oriental,Sesbania,Azygophleps scalaris
Malvaceae,Gossypium,,Cosmopterigidae,Pyroderces,euryspora,Fiji,Gossypium,Pyroderces euryspora
Rosaceae,Prunus,,Cossidae,Cossus,cossus,Old World,Prunus,Cossus cossus
Sterculiaceae,Theobroma,cacao,Cossidae,Zeuzera,coffeae,Malaysia,Theobroma cacao,Zeuzera coffeae
Onagraceae,Epilobium,,Cosmopterigidae,Mompha,nodicolella,Palaearctic,Epilobium,Mompha nodicolella
Fabaceae,Sesbania,bispinosa,Cossidae,Azygophleps,scalaris,India,Sesbania bispinosa,Azygophleps scalaris
Malvaceae,Gossypium,,Cosmopterigidae,Pyroderces,euryspora,Fiji,Gossypium,Pyroderces euryspora
Fagaceae,Quercus,,Cossidae,Cossus,cossus,Old World,Quercus,Cossus cossus
Fabaceae,Paraserianthes,falcataria,Cossidae,Zeuzera,coffeae,Indo-Australian,Paraserianthes falcataria,Zeuzera coffeae
Onagraceae,Epilobium,,Cosmopterigidae,Mompha,propinquella,British Isles,Epilobium,Mompha propinquella
Agavaceae,Agave,,Cossidae,Comadia,redtenbacheri,New World,Agave,Comadia redtenbacheri
Rubiaceae,Coffea,liberica,Cosmopterigidae,Pyroderces,falcatella,West Malaysia,Coffea liberica,Pyroderces falcatella
Salicaceae,Salix,fragilis,Cossidae,Cossus,cossus,Finland,Salix fragilis,Cossus cossus
Combretaceae,Terminalia,brassii,Cossidae,Zeuzera,coffeae,Indo-Australian,Terminalia brassii,Zeuzera coffeae
Onagraceae,Epilobium,angustifolium,Cosmopterigidae,Mompha,raschkiella,British Isles,Epilobium angustifolium,Mompha raschkiella
Buddlejaceae,Buddleja,madagascariensis,Cossidae,Coryphodema,tristis,South Africa,Buddleja madagascariensis,Coryphodema tristis
Malvaceae,Gossypium,herbaceum,Cosmopterigidae,Pyroderces,falcatella,West Malaysia,Gossypium herbaceum,Pyroderces falcatella
Fagaceae,Quercus,robur,Cossidae,Cossus,cossus,British Isles,Quercus robur,Cossus cossus
Combretaceae,Terminalia,ivorensis,Cossidae,Zeuzera,coffeae,Indo-Australian,Terminalia ivorensis,Zeuzera coffeae
Onagraceae,Epilobium,alsinifolium,Cosmopterigidae,Mompha,schrankella,Palaearctic,Epilobium alsinifolium,Mompha schrankella
Vitaceae,Vitis,,Cossidae,Coryphodema,tristis,South Africa,Vitis,Coryphodema tristis
Fabaceae,Parkinsonia,aculeata,Cosmopterigidae,Pyroderces,falcatella,India,Parkinsonia aculeata,Pyroderces falcatella
Fagaceae,Fagus,crenata,Cossidae,Cossus,cossus,Japan,Fagus crenata,Cossus cossus
Sterculiaceae,Theobroma,cacao,Cossidae,Zeuzera,coffeae,Sabah,Theobroma cacao,Zeuzera coffeae
Onagraceae,Epilobium,,Cosmopterigidae,Mompha,sp. B,USA,Epilobium,Mompha sp. B
Juglandaceae,Carya,illinoinensis,Cossidae,Cossula,magnifica,USA,Carya illinoinensis,Cossula magnifica
Arecaceae,Elaeis,guineensis,Cosmopterigidae,Pyroderces,falcatella,Oriental,Elaeis guineensis,Pyroderces falcatella
Fabaceae,Sindora,,Cossidae,Cossus,nr. chloratus,West Malaysia,Sindora,Cossus nr. chloratus
Fabaceae,Delonix,regia,Cossidae,Zeuzera,coffeae,Thailand,Delonix regia,Zeuzera coffeae
Taxodiaceae,Taxodium,distichum,Cosmopterigidae,Perimede,erransella,Nearctic,Taxodium distichum,Perimede erransella
Ebenaceae,Diospyros,kaki,Cossidae,Cossula,magnifica,Nearctic,Diospyros kaki,Cossula magnifica
Poaceae,Zea,mays,Cosmopterigidae,Pyroderces,hemizopha,East Africa,Zea mays,Pyroderces hemizopha
Poaceae,Saccharum,officinarum,Cossidae,Cossus,parvipunctatus,India,Saccharum officinarum,Cossus parvipunctatus
Fabaceae,Bauhinia,malabarica,Cossidae,Zeuzera,coffeae,India,Bauhinia malabarica,Zeuzera coffeae
Ulmaceae,Ulmus,,Cosmopterigidae,Perimede,erransella,Nearctic,Ulmus,Perimede erransella
Anacardiaceae,Mangifera,indica,Cossidae,Cossus,cadambae,India,Mangifera indica,Cossus cadambae
Fabaceae,Albizia,,Cosmopterigidae,Pyroderces,nr. falcatella,New Guinea,Albizia,Pyroderces nr. falcatella
Rubiaceae,Coffea,,Cossidae,Eulophonotus,myrmeleon,Ethiopia,Coffea,Eulophonotus myrmeleon
Fabaceae,Cassia,auriculata,Cossidae,Zeuzera,coffeae,India,Cassia auriculata,Zeuzera coffeae
Rhamnaceae,Ceanothus,X lobbianus,Cosmopterigidae,Periploca,ceanothiella,Nearctic,Ceanothus X lobbianus,Periploca ceanothiella
Amaranthaceae,Beta,vulgaris,Cossidae,Cossus,cossus,Old World,Beta vulgaris,Cossus cossus
Pandanaceae,Pandanus,,Cosmopterigidae,Pyroderces,paroditis,Fiji,Pandanus,Pyroderces paroditis
Sterculiaceae,Triplochiton,scleroxylon,Cossidae,Eulophonotus,myrmeleon,Afrotropical,Triplochiton scleroxylon,Eulophonotus myrmeleon
Fabaceae,Cassia,grandis,Cossidae,Zeuzera,coffeae,India,Cassia grandis,Zeuzera coffeae
Rhamnaceae,Ceanothus,arboreus,Cosmopterigidae,Periploca,ceanothiella,Nearctic,Ceanothus arboreus,Periploca ceanothiella
Betulaceae,Betula,,Cossidae,Cossus,cossus,Finland,Betula,Cossus cossus
Insecta: Homoptera,Nipaecoccus (Z),viridis,Cosmopterigidae,Pyroderces,philogeorga,East Africa,Nipaecoccus (Z) viridis,Pyroderces philogeorga
Asparagaceae,Asparagus,,Cossidae,Isoceras,sibirica,Old World,Asparagus,Isoceras sibirica
Rutaceae,Citrus,,Cossidae,Zeuzera,coffeae,India,Citrus,Zeuzera coffeae
Rhamnaceae,Ceanothus,griseus,Cosmopterigidae,Periploca,ceanothiella,Nearctic,Ceanothus griseus,Periploca ceanothiella
Juglandaceae,Juglans,regia,Cossidae,Cossus,cossus,Old World,Juglans regia,Cossus cossus
Fabaceae,Acacia,decurrens,Cosmopterigidae,Pyroderces,pogonias,Australia,Acacia decurrens,Pyroderces pogonias
Salicaceae,Populus,tremula,Cossidae,Lamellocossus,terebra,Finland,Populus tremula,Lamellocossus terebra
Poaceae,Cymbopogon,citratus,Cossidae,Zeuzera,coffeae,Thailand,Cymbopogon citratus,Zeuzera coffeae
Cupressaceae,Calocedrus,decurrens,Cosmopterigidae,Periploca,dentella,Nearctic,Calocedrus decurrens,Periploca dentella
Oleaceae,Olea,europaea,Cossidae,Cossus,cossus,Old World,Olea europaea,Cossus cossus
Arecaceae,Cocos,nucifera,Cosmopterigidae,Pyroderces,ptilodelta,Malaysia,Cocos nucifera,Pyroderces ptilodelta
Malvaceae,Gossypium,,Cossidae,Zeuzera,coffeae,Sri Lanka,Gossypium,Zeuzera coffeae
Cupressaceae,Juniperus,monosperma,Cosmopterigidae,Periploca,funebris,Nearctic,Juniperus monosperma,Periploca funebris
Salicaceae,Populus,,Cossidae,Cossus,cossus,Old World,Populus,Cossus cossus
Bromeliaceae,Ananas,comosus,Cosmopterigidae,Pyroderces,rileyi,Nearctic,Ananas comosus,Pyroderces rileyi
Fabaceae,Cajanus,cajan,Cossidae,Langsdorfia,lunifera,Neotropical,Cajanus cajan,Langsdorfia lunifera
Malvaceae,Hibiscus,rosa-sinensis,Cossidae,Zeuzera,coffeae,India,Hibiscus rosa-sinensis,Zeuzera coffeae
Cupressaceae,Juniperus,chinensis,Cosmopterigidae,Periploca,mimula,USA,Juniperus chinensis,Periploca mimula
Salicaceae,Populus,tremula,Cossidae,Cossus,cossus,Finland,Populus tremula,Cossus cossus
Solanaceae,Capsicum,,Cosmopterigidae,Pyroderces,rileyi,Nearctic,Capsicum,Pyroderces rileyi
Salicaceae,Salix,,Cossidae,Morpheis,strigillata,Neotropical,Salix,Morpheis strigillata
Meliaceae,Swietenia,macrophylla,Cossidae,Zeuzera,coffeae,Sri Lanka,Swietenia macrophylla,Zeuzera coffeae
Cupressaceae,Juniperus,,Cosmopterigidae,Periploca,nigra,USA,Juniperus,Periploca nigra
Salicaceae,Salix,,Cossidae,Cossus,cossus,Old World,Salix,Cossus cossus
Rosaceae,Eriobotrya,japonica,Cosmopterigidae,Pyroderces,rileyi,Nearctic,Eriobotrya japonica,Pyroderces rileyi
Verbenaceae,Tectona,grandis,Cossidae,Zeuzera,coffeae,India,Tectona grandis,Zeuzera coffeae
Cupressaceae,Juniperus,chinensis,Cosmopterigidae,Periploca,nigra,Nearctic,Juniperus chinensis,Periploca nigra
Vitaceae,Vitis,,Cossidae,Cossus,cossus,Old World,Vitis,Cossus cossus
Lamiaceae,Hyptis,rogosa,Cosmopterigidae,Pyroderces,rileyi,USA,Hyptis rogosa,Pyroderces rileyi
Fabaceae,Albizia,lebbeck,Cossidae,Paropta,paradoxa,Israel,Albizia lebbeck,Paropta paradoxa
Combretaceae,Terminalia,bellirica,Cossidae,Zeuzera,coffeae,India,Terminalia bellirica,Zeuzera coffeae
Cupressaceae,Juniperus,horizontalis,Cosmopterigidae,Periploca,nigra,Nearctic,Juniperus horizontalis,Periploca nigra
Salicaceae,Populus,,Cossidae,Cossus,cossus,British Isles,Populus,Cossus cossus
Juglandaceae,Juglans,nigra,Cosmopterigidae,Pyroderces,rileyi,Nearctic,Juglans nigra,Pyroderces rileyi
Moraceae,Ficus,palmata,Cossidae,Paropta,paradoxa,Israel,Ficus palmata,Paropta paradoxa
Sterculiaceae,Theobroma,cacao,Cossidae,Zeuzera,coffeae,West Malaysia,Theobroma cacao,Zeuzera coffeae
Bombacaceae,Ceiba,pentandra,Cosmopterigidae,Pyroderces,,West Malaysia,Ceiba pentandra,Pyroderces
Amaranthaceae,Beta,vulgaris,Cossidae,Cossus,cossus,Italy,Beta vulgaris,Cossus cossus
Musaceae,Musa,x paradisiaca,Cosmopterigidae,Pyroderces,rileyi,Hawaii,Musa x paradisiaca,Pyroderces rileyi
Oleaceae,Olea,europaea,Cossidae,Paropta,paradoxa,Israel,Olea europaea,Paropta paradoxa
Fabaceae,Acacia,mangium,Cossidae,Zeuzera,coffeae,Thailand,Acacia mangium,Zeuzera coffeae
Asteraceae,Cynara,scolymus,Cosmopterigidae,Pyroderces,agrammanos,Greece,Cynara scolymus,Pyroderces agrammanos
Fabaceae,Intsia,palembanica,Cossidae,Cossus,nr. chloratus,West Malaysia,Intsia palembanica,Cossus nr. chloratus
Euphorbiaceae,Ricinus,,Cosmopterigidae,Pyroderces,rileyi,Nearctic,Ricinus,Pyroderces rileyi
Poaceae,Saccharum,officinarum,Cossidae,Phragmataecia,,Malaysia,Saccharum officinarum,Phragmataecia
Fabaceae,Cassia,bakeriana,Cossidae,Zeuzera,coffeae,Thailand,Cassia bakeriana,Zeuzera coffeae
Poaceae,Zea,mays,Cosmopterigidae,Pyroderces,amphisaris,Malaysia,Zea mays,Pyroderces amphisaris
Euphorbiaceae,Phyllanthus,officinalis,Cossidae,Cossus,nr. chloratus,West Malaysia,Phyllanthus officinalis,Cossus nr. chloratus
Poaceae,Zea,mays,Cosmopterigidae,Pyroderces,rileyi,Australia,Zea mays,Pyroderces rileyi
Tiliaceae,Grewia,lasiocarpa,Cossidae,Phragmataecia,albicans,Southern Africa,Grewia lasiocarpa,Phragmataecia albicans
Fabaceae,Cassia,fistula,Cossidae,Zeuzera,coffeae,Thailand,Cassia fistula,Zeuzera coffeae
Poaceae,Zea,mays,Cosmopterigidae,Pyroderces,amphisaris,West Malaysia,Zea mays,Pyroderces amphisaris
Fabaceae,Parkia,speciosa,Cossidae,Cossus,suffuscus,Indonesia,Parkia speciosa,Cossus suffuscus
Poaceae,Zea,mays,Cosmopterigidae,Pyroderces,rileyi,Holarctic,Zea mays,Pyroderces rileyi
Poaceae,Saccharum,officinarum,Cossidae,Phragmataecia,castaneae,Indonesia,Saccharum officinarum,Phragmataecia castaneae
Verbenaceae,Tectona,grandis,Cossidae,Zeuzera,coffeae,Thailand,Tectona grandis,Zeuzera coffeae
Poaceae,Zea,mays,Cosmopterigidae,Pyroderces,amphisaris,Oriental,Zea mays,Pyroderces amphisaris
Fagaceae,Quercus,acutissima,Cossidae,Cossus,vicarius,Japan,Quercus acutissima,Cossus vicarius
Malvaceae,Abutilon,,Cosmopterigidae,Pyroderces,simplex,India,Abutilon,Pyroderces simplex
Poaceae,Saccharum,officinarum,Cossidae,Phragmataecia,castaneae,Old World,Saccharum officinarum,Phragmataecia castaneae
Dipterocarpaceae,Shorea,siamensis,Cossidae,Zeuzera,coffeae,Thailand,Shorea siamensis,Zeuzera coffeae
Poaceae,Sorghum,bicolor,Cosmopterigidae,Pyroderces,amphisaris?,New Guinea,Sorghum bicolor,Pyroderces amphisaris?
Myrtaceae,Angophora,,Cossidae,Culama,spp.,Australia,Angophora,Culama spp.
Bombacaceae,Ceiba,pentandra,Cosmopterigidae,Pyroderces,simplex,Malaysia,Ceiba pentandra,Pyroderces simplex
Poaceae,Saccharum,officinarum,Cossidae,Phragmataecia,gummata,Indonesia,Saccharum officinarum,Phragmataecia gummata
Casuarinaceae,Casuarina,equisetifolia,Cossidae,Zeuzera,coffeae,Oriental,Casuarina equisetifolia,Zeuzera coffeae
Asteraceae,Centaurea,,Cosmopterigidae,Pyroderces,argyrogramma,Europe,Centaurea,Pyroderces argyrogramma
Rubiaceae,Coffea,,Cossidae,Duomitus,armstrongi,Ghana,Coffea,Duomitus armstrongi
Malvaceae,Gossypium,,Cosmopterigidae,Pyroderces,simplex,Mauritius,Gossypium,Pyroderces simplex
Poaceae,Andropogon,sorghum,Cossidae,Phragmataecia,purpureus,India,Andropogon sorghum,Phragmataecia purpureus
Erythroxylaceae,Erythroxylum,coca,Cossidae,Zeuzera,coffeae,Sri Lanka,Erythroxylum coca,Zeuzera coffeae
Asteraceae,Carlina,,Cosmopterigidae,Pyroderces,argyrogramma,Palaearctic,Carlina,Pyroderces argyrogramma
Alliaceae,Allium,cepa,Cossidae,Dyspessa,ulula,Greece,Allium cepa,Dyspessa ulula
Malvaceae,Gossypium,herbaceum,Cosmopterigidae,Pyroderces,simplex,West Malaysia,Gossypium herbaceum,Pyroderces simplex
Poaceae,Saccharum,arundinaceus,Cossidae,Phragmataecia,terebrifer,India,Saccharum arundinaceus,Phragmataecia terebrifer
Rutaceae,Flindersia,brayleyana,Cossidae,Zeuzera,coffeae,Oriental,Flindersia brayleyana,Zeuzera coffeae
Alliaceae,Allium,sativum,Cossidae,Dyspessa,ulula,Palaearctic,Allium sativum,Dyspessa ulula
Aceraceae,Acer,,Cossidae,Prionoxystus,macmurtrei,Canada,Acer,Prionoxystus macmurtrei
Bombacaceae,Ochroma,lagopus,Cossidae,Zeuzera,coffeae,Oriental,Ochroma lagopus,Zeuzera coffeae
Fabaceae,Cassia,occidentalis,Cosmopterigidae,Pyroderces,badia,Nearctic,Cassia occidentalis,Pyroderces badia
